01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Âmbito Geográfico,05. Filtro 1,06. Filtro 2,07. Filtro 3,08. Escala,09. Símbolo,10. Valor
2015,,Lajes das Flores,Município,,,,,,16.4
2015,,Lajes do Pico,Município,,,,,,13.0
2015,,Lamego,Município,,,,,,12.6
2015,,Leiria,Município,,,,,,8.6
2015,,Lisboa,Município,,,,,,12.3
2015,,Loulé,Município,,,,,,10.0
2015,,Loures,Município,,,,,,9.2
2015,,Lourinhã,Município,,,,,,11.0
2015,,Lousã,Município,,,,,,9.2
2015,,Lousada,Município,,,,,,7.0
2015,,Mação,Município,,,,,,18.2
2015,,Macedo de Cavaleiros,Município,,,,,,15.9
2015,,Machico,Município,,,,,,9.1
2015,,Madalena,Município,,,,,,14.5
2015,,Mafra,Município,,,,,,7.5
2015,,Maia,Município,,,,,,7.0
2015,,Mangualde,Município,,,,,,12.2
2015,,Manteigas,Município,,,,,,17.7
2015,,Marco de Canaveses,Município,,,,,,7.6
2015,,Marinha Grande,Município,,,,,,8.7
2015,,Marvão,Município,,,,,,20.3
2015,,Matosinhos,Município,,,,,,9.0
2015,,Mealhada,Município,,,,,,9.5
2015,,Mêda,Município,,,,,,20.0
2015,,Melgaço,Município,,,,,,18.3
2015,,Mértola,Município,,,,,,18.9
2015,,Mesão Frio,Município,,,,,,16.0
2015,,Mira,Município,,,,,,12.9
2015,,Miranda do Corvo,Município,,,,,,11.9
2015,,Miranda do Douro,Município,,,,,,15.3
2015,,Mirandela,Município,,,,,,14.0
2015,,Mogadouro,Município,,,,,,15.8
2015,,Moimenta da Beira,Município,,,,,,12.4
2015,,Moita,Município,,,,,,10.9
2015,,Monção,Município,,,,,,15.5
2015,,Monchique,Município,,,,,,17.6
2015,,Mondim de Basto,Município,,,,,,13.1
2015,,Monforte,Município,,,,,,19.9
2015,,Montalegre,Município,,,,,,19.8
2015,,Montemor-o-Novo,Município,,,,,,14.6
2015,,Montemor-o-Velho,Município,,,,,,11.8
2015,,Montijo,Município,,,,,,10.2
2015,,Mora,Município,,,,,,18.8
2015,,Mortágua,Município,,,,,,13.6
2015,,Moura,Município,,,,,,15.4
2015,,Mourão,Município,,,,,,20.2
2015,,Murça,Município,,,,,,18.3
2015,,Murtosa,Município,,,,,,12.0
2015,,Nazaré,Município,,,,,,10.6
2015,,Nelas,Município,,,,,,14.8
2015,,Nisa,Município,,,,,,25.4
2015,,Nordeste,Município,,,,,,11.0
2015,,Óbidos,Município,,,,,,14.0
2015,,Odemira,Município,,,,,,14.2
2015,,Odivelas,Município,,,,,,8.0
2015,,Oeiras,Município,,,,,,9.0
2015,,Oleiros,Município,,,,,,24.9
2015,,Olhão,Município,,,,,,10.1
2015,,Oliveira de Azeméis,Município,,,,,,9.2
2015,,Oliveira de Frades,Município,,,,,,11.7
2015,,Oliveira do Bairro,Município,,,,,,10.5
2015,,Oliveira do Hospital,Município,,,,,,11.5
2015,,Ourém,Município,,,,,,13.3
2015,,Ourique,Município,,,,,,22.1
2015,,Ovar,Município,,,,,,9.1
2015,,Paços de Ferreira,Município,,,,,,6.3
2015,,Palmela,Município,,,,,,10.3
2015,,Pampilhosa da Serra,Município,,,,,,21.1
2015,,Paredes,Município,,,,,,6.6
2015,,Paredes de Coura,Município,,,,,,12.8
2015,,Pedrógão Grande,Município,,,,,,17.8
2015,,Penacova,Município,,,,,,13.1
2015,,Penafiel,Município,,,,,,7.6
2015,,Penalva do Castelo,Município,,,,,,18.2
2015,,Penamacor,Município,,,,,,21.2
2015,,Penedono,Município,,,,,,15.8
2015,,Penela,Município,,,,,,14.6
2015,,Peniche,Município,,,,,,11.6
2015,,Peso da Régua,Município,,,,,,11.4
2015,,Pinhel,Município,,,,,,16.4
2015,,Pombal,Município,,,,,,13.5
2015,,Ponta Delgada,Município,,,,,,8.7
2015,,Ponta do Sol,Município,,,,,,12.7
2015,,Ponte da Barca,Município,,,,,,14.9
2015,,Ponte de Lima,Município,,,,,,10.1
2015,,Ponte de Sor,Município,,,,,,14.4
2015,,Portalegre,Município,,,,,,13.8
2015,,Portel,Município,,,,,,17.9
2015,,Portimão,Município,,,,,,10.2
2015,,Porto,Município,,,,,,12.3
2015,,Porto de Mós,Município,,,,,,11.6
2015,,Porto Moniz,Município,,,,,,19.9
2015,,Porto Santo,Município,,,,,,10.7
2015,,Póvoa de Lanhoso,Município,,,,,,9.9
2015,,Póvoa de Varzim,Município,,,,,,8.0
2015,,Povoação,Município,,,,,,8.6
2015,,Proença-a-Nova,Município,,,,,,19.9
2015,,Redondo,Município,,,,,,14.6
2015,,Reguengos de Monsaraz,Município,,,,,,15.5
2015,,Resende,Município,,,,,,14.2
2015,,Ribeira Brava,Município,,,,,,12.8
2015,,Ribeira de Pena,Município,,,,,,11.2
2015,,Ribeira Grande,Município,,,,,,6.4
2015,,Rio Maior,Município,,,,,,12.3
2015,,Sabrosa,Município,,,,,,15.7
2015,,Sabugal,Município,,,,,,25.7
2015,,Salvaterra de Magos,Município,,,,,,13.0
2015,,Santa Comba Dão,Município,,,,,,14.6
2015,,Santa Cruz,Município,,,,,,7.7
2015,,Santa Cruz da Graciosa,Município,,,,,,14.9
2015,,Santa Cruz das Flores,Município,,,,,,14.3
2015,,Santa Maria da Feira,Município,,,,,,7.3
2015,,Santa Marta de Penaguião,Município,,,,,,14.3
2015,,Santana,Município,,,,,,17.0
2015,,Santarém,Município,,,,,,12.6
2015,,Santiago do Cacém,Município,,,,,,14.5
2015,,Santo Tirso,Município,,,,,,9.3
2015,,São Brás de Alportel,Município,,,,,,10.5
2015,,São João da Madeira,Município,,,,,,8.5
2015,,São João da Pesqueira,Município,,,,,,14.2
2015,,São Pedro do Sul,Município,,,,,,13.0
2015,,São Roque do Pico,Município,,,,,,11.8
2015,,São Vicente,Município,,,,,,14.4
2015,,Sardoal,Município,,,,,,15.4
2015,,Sátão,Município,,,,,,14.1
2015,,Seia,Município,,,,,,14.6
2015,,Seixal,Município,,,,,,8.6
2015,,Sernancelhe,Município,,,,,,13.3
2015,,Serpa,Município,,,,,,16.9
2015,,Sertã,Município,,,,,,14.5
2015,,Sesimbra,Município,,,,,,9.7
2015,,Setúbal,Município,,,,,,10.1
2015,,Sever do Vouga,Município,,,,,,11.4
2015,,Silves,Município,,,,,,12.9
2015,,Sines,Município,,,,,,11.4
2015,,Sintra,Município,,,,,,7.5
2015,,Sobral de Monte Agraço,Município,,,,,,9.2
2015,,Soure,Município,,,,,,15.4
2015,,Sousel,Município,,,,,,18.7
2015,,Tábua,Município,,,,,,13.7
2015,,Tabuaço,Município,,,,,,12.9
2015,,Tarouca,Município,,,,,,11.5
2015,,Tavira,Município,,,,,,13.0
2015,,Terras de Bouro,Município,,,,,,14.2
2015,,Tomar,Município,,,,,,15.4
2015,,Tondela,Município,,,,,,13.4
2015,,Torre de Moncorvo,Município,,,,,,18.3
2015,,Torres Novas,Município,,,,,,13.4
2015,,Torres Vedras,Município,,,,,,11.1
2015,,Trancoso,Município,,,,,,15.1
2015,,Trofa,Município,,,,,,7.5
2015,,Vagos,Município,,,,,,9.7
2015,,Vale de Cambra,Município,,,,,,12.1
2015,,Valença,Município,,,,,,12.8
2015,,Valongo,Município,,,,,,7.1
2015,,Valpaços,Município,,,,,,17.9
2015,,Velas,Município,,,,,,12.9
2015,,Vendas Novas,Município,,,,,,15.5
2015,,Viana do Alentejo,Município,,,,,,17.3
2015,,Viana do Castelo,Município,,,,,,10.0
2015,,Vidigueira,Município,,,,,,16.6
2015,,Vieira do Minho,Município,,,,,,14.4
2015,,Vila da Praia da Vitória,Município,,,,,,10.9
2015,,Vila de Rei,Município,,,,,,24.2
2015,,Vila do Bispo,Município,,,,,,13.6
2015,,Vila do Conde,Município,,,,,,8.0
2015,,Vila do Porto,Município,,,,,,8.1
2015,,Vila Flor,Município,,,,,,17.2
2015,,Vila Franca de Xira,Município,,,,,,7.5
2015,,Vila Franca do Campo,Município,,,,,,7.5
2015,,Vila Nova da Barquinha,Município,,,,,,13.5
2015,,Vila Nova de Cerveira,Município,,,,,,12.4
2015,,Vila Nova de Famalicão,Município,,,,,,7.6
2015,,Vila Nova de Foz Côa,Município,,,,,,18.3
2015,,Vila Nova de Gaia,Município,,,,,,8.7
2015,,Vila Nova de Paiva,Município,,,,,,17.5
2015,,Vila Nova de Poiares,Município,,,,,,12.7
2015,,Vila Pouca de Aguiar,Município,,,,,,13.5
2015,,Vila Real,Município,,,,,,9.7
2015,,Vila Real de Santo António,Município,,,,,,11.6
2015,,Vila Velha de Ródão,Município,,,,,,26.7
2015,,Vila Verde,Município,,,,,,8.9
2015,,Vila Viçosa,Município,,,,,,13.7
2015,,Vimioso,Município,,,,,,27.7
2015,,Vinhais,Município,,,,,,16.2
2015,,Viseu,Município,,,,,,9.5
2015,,Vizela,Município,,,,,,6.4
2015,,Vouzela,Município,,,,,,13.7
2016,,Abrantes,Município,,,,,,14.4
2016,,Águeda,Município,,,,,,10.3
2016,,Aguiar da Beira,Município,,,,,,24.1
2016,,Alandroal,Município,,,,,,17.5
2016,,Albergaria-a-Velha,Município,,,,,,10.0
2016,,Albufeira,Município,,,,,,8.5
2016,,Alcácer do Sal,Município,,,,,,15.7
2016,,Alcanena,Município,,,,,,16.8
2016,,Alcobaça,Município,,,,,,11.6
2016,,Alcochete,Município,,,,,,9.5
2016,,Alcoutim,Município,,,,,,30.3
2016,,Alenquer,Município,,,,,,9.7
2016,,Alfândega da Fé,Município,,,,,,14.8
2016,,Alijó,Município,,,,,,16.9
2016,,Aljezur,Município,,,,,,13.7
2016,,Aljustrel,Município,,,,,,14.7
2016,,Almada,Município,,,,,,11.7
2016,,Almeida,Município,,,,,,21.6
2016,,Almeirim,Município,,,,,,14.2
2016,,Almodôvar,Município,,,,,,17.2
2016,,Alpiarça,Município,,,,,,17.8
2016,,Alter do Chão,Município,,,,,,24.2
2016,,Alvaiázere,Município,,,,,,21.9
2016,,Alvito,Município,,,,,,21.1
2016,,Amadora,Município,,,,,,9.1
2016,,Amarante,Município,,,,,,9.3
2016,,Amares,Município,,,,,,8.9
2016,,Anadia,Município,,,,,,11.0
2016,,Angra do Heroísmo,Município,,,,,,11.3
2016,,Ansião,Município,,,,,,12.9
2016,,Arcos de Valdevez,Município,,,,,,15.7
2016,,Arganil,Município,,,,,,16.5
2016,,Armamar,Município,,,,,,13.1
2016,,Arouca,Município,,,,,,9.3
2016,,Arraiolos,Município,,,,,,14.0
2016,,Arronches,Município,,,,,,21.5
2016,,Arruda dos Vinhos,Município,,,,,,8.5
2016,,Aveiro,Município,,,,,,8.9
2016,,Avis,Município,,,,,,19.8
2016,,Azambuja,Município,,,,,,12.1
2016,,Baião,Município,,,,,,12.2
2016,,Barcelos,Município,,,,,,7.7
2016,,Barrancos,Município,,,,,,21.1
2016,,Barreiro,Município,,,,,,11.9
2016,,Batalha,Município,,,,,,9.7
2016,,Beja,Município,,,,,,12.4
2016,,Belmonte,Município,,,,,,14.1
2016,,Benavente,Município,,,,,,10.5
2016,,Bombarral,Município,,,,,,14.8
2016,,Borba,Município,,,,,,14.5
2016,,Boticas,Município,,,,,,15.1
2016,,Braga,Município,,,,,,6.4
2016,,Bragança,Município,,,,,,12.2
2016,,Cabeceiras de Basto,Município,,,,,,12.3
2016,,Cadaval,Município,,,,,,15.0
2016,,Caldas da Rainha,Município,,,,,,12.1
2016,,Calheta [R.A.A.],Município,,,,,,14.2
2016,,Calheta [R.A.M.],Município,,,,,,13.9
2016,,Câmara de Lobos,Município,,,,,,8.5
2016,,Caminha,Município,,,,,,12.2
2016,,Campo Maior,Município,,,,,,11.7
2016,,Cantanhede,Município,,,,,,13.0
2016,,Carrazeda de Ansiães,Município,,,,,,19.4
2016,,Carregal do Sal,Município,,,,,,16.9
2016,,Cartaxo,Município,,,,,,12.3
2016,,Cascais,Município,,,,,,9.3
2016,,Castanheira de Pêra,Município,,,,,,22.6
2016,,Castelo Branco,Município,,,,,,12.1
2016,,Castelo de Paiva,Município,,,,,,10.3
2016,,Castelo de Vide,Município,,,,,,22.2
2016,,Castro Daire,Município,,,,,,15.1
2016,,Castro Marim,Município,,,,,,17.1
2016,,Castro Verde,Município,,,,,,16.1
2016,,Celorico da Beira,Município,,,,,,13.9
2016,,Celorico de Basto,Município,,,,,,9.5
2016,,Chamusca,Município,,,,,,15.5
2016,,Chaves,Município,,,,,,14.1
2016,,Cinfães,Município,,,,,,12.0
2016,,Coimbra,Município,,,,,,10.4
2016,,Condeixa-a-Nova,Município,,,,,,10.4
2016,,Constância,Município,,,,,,12.5
2016,,Coruche,Município,,,,,,17.5
2016,,Corvo,Município,,,,,,10.2
2016,,Covilhã,Município,,,,,,13.6
2016,,Crato,Município,,,,,,23.9
2016,,Cuba,Município,,,,,,20.7
2016,,Elvas,Município,,,,,,14.1
2016,,Entroncamento,Município,,,,,,8.4
2016,,Espinho,Município,,,,,,10.6
2016,,Esposende,Município,,,,,,7.8
2016,,Estarreja,Município,,,,,,11.1
2016,,Estremoz,Município,,,,,,14.5
2016,,Évora,Município,,,,,,12.1
2016,,Fafe,Município,,,,,,8.9
2016,,Faro,Município,,,,,,10.6
2016,,Felgueiras,Município,,,,,,6.5
2016,,Ferreira do Alentejo,Município,,,,,,17.3
2016,,Ferreira do Zêzere,Município,,,,,,15.7
2016,,Figueira da Foz,Município,,,,,,13.0
2016,,Figueira de Castelo Rodrigo,Município,,,,,,17.2
2016,,Figueiró dos Vinhos,Município,,,,,,17.4
2016,,Fornos de Algodres,Município,,,,,,22.1
2016,,Freixo de Espada à Cinta,Município,,,,,,28.8
2016,,Fronteira,Município,,,,,,14.9
2016,,Funchal,Município,,,,,,10.6
2016,,Fundão,Município,,,,,,15.4
2016,,Gavião,Município,,,,,,31.8
2016,,Góis,Município,,,,,,19.4
2016,,Golegã,Município,,,,,,16.4
2016,,Gondomar,Município,,,,,,8.8
2016,,Gouveia,Município,,,,,,16.6
2016,,Grândola,Município,,,,,,15.1
2016,,Guarda,Município,,,,,,13.0
2016,,Guimarães,Município,,,,,,7.0
2016,,Horta,Município,,,,,,10.7
2016,,Idanha-a-Nova,Município,,,,,,25.0
2016,,Ílhavo,Município,,,,,,8.9
2016,,Lagoa,Município,,,,,,10.2
2016,,Lagoa [R.A.A.],Município,,,,,,6.3
2016,,Lagos,Município,,,,,,11.5
2016,,Lajes das Flores,Município,,,,,,17.9
2016,,Lajes do Pico,Município,,,,,,11.9
2016,,Lamego,Município,,,,,,12.7
2016,,Leiria,Município,,,,,,9.0
2016,,Lisboa,Município,,,,,,12.3
2016,,Loulé,Município,,,,,,11.6
2016,,Loures,Município,,,,,,8.9
2016,,Lourinhã,Município,,,,,,12.2
2016,,Lousã,Município,,,,,,9.3
2016,,Lousada,Município,,,,,,6.7
2016,,Mação,Município,,,,,,23.1
2016,,Macedo de Cavaleiros,Município,,,,,,13.7
2016,,Machico,Município,,,,,,9.7
2016,,Madalena,Município,,,,,,11.2
2016,,Mafra,Município,,,,,,8.6
2016,,Maia,Município,,,,,,7.5
2016,,Mangualde,Município,,,,,,12.8
2016,,Manteigas,Município,,,,,,19.9
2016,,Marco de Canaveses,Município,,,,,,8.0
2016,,Marinha Grande,Município,,,,,,9.5
2016,,Marvão,Município,,,,,,20.4
2016,,Matosinhos,Município,,,,,,9.1
2016,,Mealhada,Município,,,,,,11.6
2016,,Mêda,Município,,,,,,17.9
2016,,Melgaço,Município,,,,,,20.0
2016,,Mértola,Município,,,,,,20.2
2016,,Mesão Frio,Município,,,,,,11.8
2016,,Mira,Município,,,,,,12.4
2016,,Miranda do Corvo,Município,,,,,,10.5
2016,,Miranda do Douro,Município,,,,,,18.4
2016,,Mirandela,Município,,,,,,14.3
2016,,Mogadouro,Município,,,,,,16.1
2016,,Moimenta da Beira,Município,,,,,,14.7
2016,,Moita,Município,,,,,,11.6
2016,,Monção,Município,,,,,,16.2
2016,,Monchique,Município,,,,,,20.3
2016,,Mondim de Basto,Município,,,,,,12.6
2016,,Monforte,Município,,,,,,16.7
2016,,Montalegre,Município,,,,,,19.4
2016,,Montemor-o-Novo,Município,,,,,,16.1
2016,,Montemor-o-Velho,Município,,,,,,11.4
2016,,Montijo,Município,,,,,,9.8
2016,,Mora,Município,,,,,,25.1
2016,,Mortágua,Município,,,,,,14.4
2016,,Moura,Município,,,,,,15.9
2016,,Mourão,Município,,,,,,15.7
2016,,Murça,Município,,,,,,14.7
2016,,Murtosa,Município,,,,,,14.0
2016,,Nazaré,Município,,,,,,12.5
2016,,Nelas,Município,,,,,,12.4
2016,,Nisa,Município,,,,,,31.1
2016,,Nordeste,Município,,,,,,11.1
2016,,Óbidos,Município,,,,,,12.1
2016,,Odemira,Município,,,,,,14.5
2016,,Odivelas,Município,,,,,,8.3
2016,,Oeiras,Município,,,,,,9.1
2016,,Oleiros,Município,,,,,,19.9
2016,,Olhão,Município,,,,,,11.0
2016,,Oliveira de Azeméis,Município,,,,,,9.6
2016,,Oliveira de Frades,Município,,,,,,12.5
2016,,Oliveira do Bairro,Município,,,,,,12.1
2016,,Oliveira do Hospital,Município,,,,,,13.9
2016,,Ourém,Município,,,,,,11.8
2016,,Ourique,Município,,,,,,21.3
2016,,Ovar,Município,,,,,,8.9
2016,,Paços de Ferreira,Município,,,,,,6.7
2016,,Palmela,Município,,,,,,9.8
2016,,Pampilhosa da Serra,Município,,,,,,20.8
2016,,Paredes,Município,,,,,,6.9
2016,,Paredes de Coura,Município,,,,,,16.4
2016,,Pedrógão Grande,Município,,,,,,21.7
2016,,Penacova,Município,,,,,,14.4
2016,,Penafiel,Município,,,,,,8.2
2016,,Penalva do Castelo,Município,,,,,,16.1
2016,,Penamacor,Município,,,,,,24.7
2016,,Penedono,Município,,,,,,18.4
2016,,Penela,Município,,,,,,15.3
2016,,Peniche,Município,,,,,,12.0
2016,,Peso da Régua,Município,,,,,,12.8
2016,,Pinhel,Município,,,,,,16.4
2016,,Pombal,Município,,,,,,14.2
2016,,Ponta Delgada,Município,,,,,,8.8
2016,,Ponta do Sol,Município,,,,,,12.2
2016,,Ponte da Barca,Município,,,,,,12.9
2016,,Ponte de Lima,Município,,,,,,11.4
2016,,Ponte de Sor,Município,,,,,,15.3
2016,,Portalegre,Município,,,,,,13.3
2016,,Portel,Município,,,,,,16.6
2016,,Portimão,Município,,,,,,11.2
2016,,Porto,Município,,,,,,12.5
2016,,Porto de Mós,Município,,,,,,12.1
2016,,Porto Moniz,Município,,,,,,17.0
2016,,Porto Santo,Município,,,,,,11.6
2016,,Póvoa de Lanhoso,Município,,,,,,9.8
2016,,Póvoa de Varzim,Município,,,,,,8.2
2016,,Povoação,Município,,,,,,12.6
2016,,Proença-a-Nova,Município,,,,,,20.0
2016,,Redondo,Município,,,,,,15.4
2016,,Reguengos de Monsaraz,Município,,,,,,14.1
2016,,Resende,Município,,,,,,10.4
2016,,Ribeira Brava,Município,,,,,,11.6
2016,,Ribeira de Pena,Município,,,,,,15.4
2016,,Ribeira Grande,Município,,,,,,8.7
2016,,Rio Maior,Município,,,,,,12.4
2016,,Sabrosa,Município,,,,,,14.4
2016,,Sabugal,Município,,,,,,25.2
2016,,Salvaterra de Magos,Município,,,,,,15.3
2016,,Santa Comba Dão,Município,,,,,,15.1
2016,,Santa Cruz,Município,,,,,,7.2
2016,,Santa Cruz da Graciosa,Município,,,,,,14.6
2016,,Santa Cruz das Flores,Município,,,,,,11.2
2016,,Santa Maria da Feira,Município,,,,,,8.1
2016,,Santa Marta de Penaguião,Município,,,,,,15.4
2016,,Santana,Município,,,,,,16.5
2016,,Santarém,Município,,,,,,13.7
2016,,Santiago do Cacém,Município,,,,,,12.4
2016,,Santo Tirso,Município,,,,,,9.8
2016,,São Brás de Alportel,Município,,,,,,12.8
2016,,São João da Madeira,Município,,,,,,8.7
2016,,São João da Pesqueira,Município,,,,,,14.6
2016,,São Pedro do Sul,Município,,,,,,14.7
2016,,São Roque do Pico,Município,,,,,,13.7
2016,,São Vicente,Município,,,,,,15.9
2016,,Sardoal,Município,,,,,,17.0
2016,,Sátão,Município,,,,,,13.9
2016,,Seia,Município,,,,,,16.3
2016,,Seixal,Município,,,,,,8.4
2016,,Sernancelhe,Município,,,,,,13.2
2016,,Serpa,Município,,,,,,17.4
2016,,Sertã,Município,,,,,,16.4
2016,,Sesimbra,Município,,,,,,9.6
2016,,Setúbal,Município,,,,,,10.6
2016,,Sever do Vouga,Município,,,,,,13.1
2016,,Silves,Município,,,,,,12.8
2016,,Sines,Município,,,,,,11.0
2016,,Sintra,Município,,,,,,7.5
2016,,Sobral de Monte Agraço,Município,,,,,,12.9
2016,,Soure,Município,,,,,,14.8
2016,,Sousel,Município,,,,,,17.5
2016,,Tábua,Município,,,,,,15.4
2016,,Tabuaço,Município,,,,,,14.3
2016,,Tarouca,Município,,,,,,10.3
2016,,Tavira,Município,,,,,,13.1
2016,,Terras de Bouro,Município,,,,,,14.5
2016,,Tomar,Município,,,,,,15.3
2016,,Tondela,Município,,,,,,15.8
2016,,Torre de Moncorvo,Município,,,,,,17.4
2016,,Torres Novas,Município,,,,,,13.4
2016,,Torres Vedras,Município,,,,,,11.8
2016,,Trancoso,Município,,,,,,18.2
2016,,Trofa,Município,,,,,,7.3
2016,,Vagos,Município,,,,,,10.6
2016,,Vale de Cambra,Município,,,,,,11.7
2016,,Valença,Município,,,,,,12.2
2016,,Valongo,Município,,,,,,7.0
2016,,Valpaços,Município,,,,,,19.0
2016,,Velas,Município,,,,,,13.8
2016,,Vendas Novas,Município,,,,,,12.7
2016,,Viana do Alentejo,Município,,,,,,17.5
2016,,Viana do Castelo,Município,,,,,,10.1
2016,,Vidigueira,Município,,,,,,17.4
2016,,Vieira do Minho,Município,,,,,,12.7
2016,,Vila da Praia da Vitória,Município,,,,,,10.5
2016,,Vila de Rei,Município,,,,,,28.4
2016,,Vila do Bispo,Município,,,,,,13.4
2016,,Vila do Conde,Município,,,,,,7.8
2016,,Vila do Porto,Município,,,,,,10.3
2016,,Vila Flor,Município,,,,,,14.2
2016,,Vila Franca de Xira,Município,,,,,,7.8
2016,,Vila Franca do Campo,Município,,,,,,9.2
2016,,Vila Nova da Barquinha,Município,,,,,,12.8
2016,,Vila Nova de Cerveira,Município,,,,,,16.0
2016,,Vila Nova de Famalicão,Município,,,,,,7.3
2016,,Vila Nova de Foz Côa,Município,,,,,,21.0
2016,,Vila Nova de Gaia,Município,,,,,,8.8
2016,,Vila Nova de Paiva,Município,,,,,,16.6
2016,,Vila Nova de Poiares,Município,,,,,,14.8
2016,,Vila Pouca de Aguiar,Município,,,,,,16.4
2016,,Vila Real,Município,,,,,,10.2
2016,,Vila Real de Santo António,Município,,,,,,11.4
2016,,Vila Velha de Ródão,Município,,,,,,24.3
2016,,Vila Verde,Município,,,,,,9.2
2016,,Vila Viçosa,Município,,,,,,14.8
2016,,Vimioso,Município,,,,,,21.9
2016,,Vinhais,Município,,,,,,19.7
2016,,Viseu,Município,,,,,,10.1
2016,,Vizela,Município,,,,,,6.6
2016,,Vouzela,Município,,,,,,14.5
2017,,Abrantes,Município,,,,,,15.0
2017,,Águeda,Município,,,,,,11.0
2017,,Aguiar da Beira,Município,,,,,,23.0
2017,,Alandroal,Município,,,,,,18.4
2017,,Albergaria-a-Velha,Município,,,,,,9.1
2017,,Albufeira,Município,,,,,,8.5
2017,,Alcácer do Sal,Município,,,,,,13.8
2017,,Alcanena,Município,,,,,,12.9
2017,,Alcobaça,Município,,,,,,12.9
2017,,Alcochete,Município,,,,,,7.5
2017,,Alcoutim,Município,,,,,,31.9
2017,,Alenquer,Município,,,,,,10.4
2017,,Alfândega da Fé,Município,,,,,,17.4
2017,,Alijó,Município,,,,,,17.6
2017,,Aljezur,Município,,,,,,13.8
2017,,Aljustrel,Município,,,,,,16.0
2017,,Almada,Município,,,,,,11.3
2017,,Almeida,Município,,,,,,24.1
2017,,Almeirim,Município,,,,,,11.9
2017,,Almodôvar,Município,,,,,,18.1
2017,,Alpiarça,Município,,,,,,13.7
2017,,Alter do Chão,Município,,,,,,20.6
2017,,Alvaiázere,Município,,,,,,19.1
2017,,Alvito,Município,,,,,,18.5
2017,,Amadora,Município,,,,,,8.7
2017,,Amarante,Município,,,,,,9.5
2017,,Amares,Município,,,,,,8.8
2017,,Anadia,Município,,,,,,13.6
2017,,Angra do Heroísmo,Município,,,,,,10.1
2017,,Ansião,Município,,,,,,16.2
2017,,Arcos de Valdevez,Município,,,,,,14.9
2017,,Arganil,Município,,,,,,18.0
2017,,Armamar,Município,,,,,,13.4
2017,,Arouca,Município,,,,,,10.0
2017,,Arraiolos,Município,,,,,,13.9
2017,,Arronches,Município,,,,,,23.5
2017,,Arruda dos Vinhos,Município,,,,,,8.8
2017,,Aveiro,Município,,,,,,9.5
2017,,Avis,Município,,,,,,18.8
2017,,Azambuja,Município,,,,,,11.6
2017,,Baião,Município,,,,,,12.6
2017,,Barcelos,Município,,,,,,7.8
2017,,Barrancos,Município,,,,,,13.5
2017,,Barreiro,Município,,,,,,11.7
2017,,Batalha,Município,,,,,,9.2
2017,,Beja,Município,,,,,,13.3
2017,,Belmonte,Município,,,,,,13.3
2017,,Benavente,Município,,,,,,9.4
2017,,Bombarral,Município,,,,,,12.3
2017,,Borba,Município,,,,,,14.0
2017,,Boticas,Município,,,,,,18.3
2017,,Braga,Município,,,,,,6.8
2017,,Bragança,Município,,,,,,12.4
2017,,Cabeceiras de Basto,Município,,,,,,12.2
2017,,Cadaval,Município,,,,,,16.4
2017,,Caldas da Rainha,Município,,,,,,11.7
2017,,Calheta [R.A.A.],Município,,,,,,11.9
2017,,Calheta [R.A.M.],Município,,,,,,15.3
2017,,Câmara de Lobos,Município,,,,,,8.2
2017,,Caminha,Município,,,,,,11.9
2017,,Campo Maior,Município,,,,,,10.9
2017,,Cantanhede,Município,,,,,,13.4
2017,,Carrazeda de Ansiães,Município,,,,,,18.4
2017,,Carregal do Sal,Município,,,,,,14.9
2017,,Cartaxo,Município,,,,,,12.6
2017,,Cascais,Município,,,,,,9.2
2017,,Castanheira de Pêra,Município,,,,,,18.1
2017,,Castelo Branco,Município,,,,,,12.9
2017,,Castelo de Paiva,Município,,,,,,9.7
2017,,Castelo de Vide,Município,,,,,,19.2
2017,,Castro Daire,Município,,,,,,12.3
2017,,Castro Marim,Município,,,,,,15.8
2017,,Castro Verde,Município,,,,,,19.1
2017,,Celorico da Beira,Município,,,,,,15.4
2017,,Celorico de Basto,Município,,,,,,12.8
2017,,Chamusca,Município,,,,,,15.4
2017,,Chaves,Município,,,,,,13.1
2017,,Cinfães,Município,,,,,,13.0
2017,,Coimbra,Município,,,,,,10.3
2017,,Condeixa-a-Nova,Município,,,,,,9.2
2017,,Constância,Município,,,,,,11.4
2017,,Coruche,Município,,,,,,15.9
2017,,Corvo,Município,,,,,,12.8
2017,,Covilhã,Município,,,,,,12.9
2017,,Crato,Município,,,,,,18.1
2017,,Cuba,Município,,,,,,18.6
2017,,Elvas,Município,,,,,,13.1
2017,,Entroncamento,Município,,,,,,9.4
2017,,Espinho,Município,,,,,,10.2
2017,,Esposende,Município,,,,,,7.7
2017,,Estarreja,Município,,,,,,13.3
2017,,Estremoz,Município,,,,,,17.1
2017,,Évora,Município,,,,,,11.8
2017,,Fafe,Município,,,,,,9.1
2017,,Faro,Município,,,,,,10.6
2017,,Felgueiras,Município,,,,,,7.4
2017,,Ferreira do Alentejo,Município,,,,,,14.7
2017,,Ferreira do Zêzere,Município,,,,,,17.7
2017,,Figueira da Foz,Município,,,,,,14.2
2017,,Figueira de Castelo Rodrigo,Município,,,,,,26.2
2017,,Figueiró dos Vinhos,Município,,,,,,18.9
2017,,Fornos de Algodres,Município,,,,,,23.6
